contig_id,cluster_id
NODE_234_length_8209_cov_2.578857.concoct_part_0,10
NODE_235_length_8201_cov_2.763319.concoct_part_0,4
NODE_236_length_8153_cov_2.566436.concoct_part_0,4
NODE_237_length_8129_cov_3.084593.concoct_part_0,28
NODE_238_length_8115_cov_3.326427.concoct_part_0,27
NODE_239_length_8098_cov_3.074350.concoct_part_0,4
NODE_240_length_8073_cov_2.955725.concoct_part_0,10
NODE_241_length_8010_cov_3.760402.concoct_part_0,27
NODE_242_length_7993_cov_2.548753.concoct_part_0,10
NODE_243_length_7989_cov_3.307159.concoct_part_0,27
NODE_244_length_7969_cov_3.147713.concoct_part_0,10
NODE_245_length_7957_cov_3.351177.concoct_part_0,27
NODE_246_length_7932_cov_3.401803.concoct_part_0,27
NODE_247_length_7923_cov_3.328038.concoct_part_0,27
NODE_248_length_7910_cov_4.023425.concoct_part_0,27
NODE_249_length_7902_cov_2.938830.concoct_part_0,4
NODE_250_length_7855_cov_2.430641.concoct_part_0,10
NODE_251_length_7835_cov_2.510283.concoct_part_0,10
NODE_252_length_7801_cov_2.787503.concoct_part_0,10
NODE_253_length_7783_cov_2.589156.concoct_part_0,10
NODE_254_length_7770_cov_2.860402.concoct_part_0,4
NODE_255_length_7757_cov_3.023630.concoct_part_0,4
NODE_256_length_7752_cov_2.549955.concoct_part_0,10
NODE_257_length_7728_cov_2.859116.concoct_part_0,10
NODE_258_length_7714_cov_3.658310.concoct_part_0,27
NODE_259_length_7693_cov_2.719429.concoct_part_0,10
NODE_260_length_7649_cov_3.320911.concoct_part_0,18
NODE_261_length_7639_cov_3.275976.concoct_part_0,18
NODE_262_length_7638_cov_3.309904.concoct_part_0,27
NODE_263_length_7625_cov_3.738705.concoct_part_0,28
NODE_264_length_7596_cov_2.668081.concoct_part_0,10
NODE_265_length_7592_cov_2.735704.concoct_part_0,4
NODE_266_length_7579_cov_2.711191.concoct_part_0,10
NODE_267_length_7484_cov_3.589985.concoct_part_0,27
NODE_268_length_7471_cov_3.204827.concoct_part_0,27
NODE_269_length_7457_cov_2.257768.concoct_part_0,28
NODE_270_length_7431_cov_3.260304.concoct_part_0,10
NODE_271_length_7422_cov_3.173341.concoct_part_0,10
NODE_272_length_7412_cov_2.995650.concoct_part_0,27
NODE_273_length_7368_cov_2.929988.concoct_part_0,4
NODE_274_length_7365_cov_3.064843.concoct_part_0,10
NODE_275_length_7365_cov_2.912996.concoct_part_0,10
NODE_276_length_7356_cov_3.258458.concoct_part_0,27
NODE_277_length_7350_cov_2.741330.concoct_part_0,4
NODE_278_length_7347_cov_4.571860.concoct_part_0,18
NODE_279_length_7339_cov_2.965678.concoct_part_0,4
NODE_280_length_7331_cov_2.791369.concoct_part_0,4
NODE_281_length_7322_cov_2.984313.concoct_part_0,27
NODE_282_length_7317_cov_4.759570.concoct_part_0,27
NODE_283_length_7283_cov_3.745158.concoct_part_0,27
NODE_284_length_7280_cov_2.698685.concoct_part_0,10
NODE_285_length_7275_cov_4.213989.concoct_part_0,27
NODE_286_length_7275_cov_3.273269.concoct_part_0,27
NODE_287_length_7273_cov_2.642283.concoct_part_0,10
